age_group,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,dale_chall,smog_index,avg_sentence_length,vocab_richness,avg_word_length,long_word_ratio,num_sentences,num_words,content_word_ratio,violence_score,profanity_score,adult_score,drug_score,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,dialogue_ratio,exclamation_ratio,question_ratio
+12,59.47122950819673,9.2940281030445,10.577985948477753,9.936858782201405,11.20814326018867,48.333333333333336,0.7131147540983607,4.516393442622951,0.18032786885245902,3.0,122.0,0.4918032786885246,8.1967,0.0,0.0,0.0,0.064,0.104,0.833,-0.6486,0.0,0.0,0.14285714285714285
+18,47.410875912408756,11.508550573514079,13.66798748696559,10.715783003128259,13.484332010920856,32.0,0.6791044776119403,4.873134328358209,0.23134328358208955,5.0,134.0,0.5671641791044776,7.4627,0.0,0.0,0.0,0.047,0.165,0.788,-0.9588,0.0,0.0,0.0
+18,41.44556497175144,17.250000000000004,19.46214689265537,11.742857062146893,14.06817628641468,43.333333333333336,0.6666666666666666,4.6752136752136755,0.2222222222222222,3.0,117.0,0.5641025641025641,8.547,0.0,8.547,0.0,0.19,0.111,0.699,0.8807,0.0,0.0,0.0
+12,44.35513933302883,11.566962083142986,14.673549566011879,11.43697492005482,13.747043046817236,19.0,0.7563451776649747,5.426395939086294,0.3350253807106599,12.0,197.0,0.5583756345177665,0.0,0.0,0.0,0.0,0.101,0.0,0.899,0.9477,0.0346646571213263,0.0,0.09090909090909091
+4,98.60933333333335,1.8712857142857153,3.8095238095238098,6.319480952380952,3.1291,11.666666666666666,0.475,3.75,0.03,21.0,200.0,0.54,0.0,0.0,0.0,0.0,0.271,0.015,0.714,0.9959,0.21608040201005024,0.1,0.05
+10,53.391419597989966,9.343521177315147,11.112849964106246,10.927307465900935,12.031772070788634,16.357142857142858,0.7336683417085427,5.296482412060302,0.2914572864321608,14.0,199.0,0.6683417085427136,10.0503,0.0,0.0,0.0,0.289,0.031,0.68,0.9921,0.00779423226812159,0.07692307692307693,0.0
+10,55.92386363636365,9.558131313131316,11.44848484848485,10.51570808080808,12.311054993355175,19.083333333333332,0.7817258883248731,5.238578680203045,0.30456852791878175,12.0,197.0,0.6700507614213198,0.0,0.0,0.0,0.0,0.254,0.068,0.678,0.991,0.015772870662460567,0.09090909090909091,0.0
+4,103.02800359712234,1.355524152106888,3.9714285714285715,6.514496711202467,4.65589566412798,12.0,0.5179856115107914,3.6115107913669067,0.02158273381294964,14.0,139.0,0.6115107913669064,0.0,0.0,0.0,0.0,0.184,0.087,0.729,0.9293,0.07014925373134329,0.07142857142857142,0.07142857142857142
+10,58.36600000000004,10.087,11.8,9.44445,11.407655852321103,33.57142857142857,0.6614583333333334,4.395833333333333,0.14583333333333334,7.0,192.0,0.53125,15.625,0.0,0.0,0.0,0.156,0.083,0.761,0.961,0.0,0.0,0.0
+12,55.82733333333337,9.613,10.066666666666668,9.437016666666667,12.009924989830619,19.5,0.7424242424242424,4.848484848484849,0.23232323232323232,12.0,198.0,0.5808080808080808,0.0,0.0,0.0,0.0,0.141,0.047,0.812,0.9659,0.04149377593360996,0.09090909090909091,0.0
+18,54.84144444444448,11.130666666666666,13.28888888888889,10.817872222222222,12.457975602129121,31.857142857142858,0.6836734693877551,4.6479591836734695,0.23469387755102042,7.0,196.0,0.5663265306122449,20.4082,0.0,0.0,0.0,0.074,0.07,0.856,-0.296,0.03842869342442357,0.0,0.0
